,city name,total jobs,Age [0-29],Age [30-54],Age [55+],"Salary, Monthly [0-1250]","Salary, Monthly [1251-3333]","Salary, Monthly [3334+]",Jobs: Goods Producing,"Jobs: Trade, Transport, Utilities",Jobs: Other,work cities
662,"West Des Moines, IA",15791,4537,8278,2976,3704,5155,6932,1158,3002,11631,"['Lisbon, IA', 'Sergeant Bluff, IA', 'Dickens, IA', 'Albion, IA', 'Wilton, IA', 'Marcus, IA', 'Fort Madison, IA', 'Rock Rapids, IA', 'Panora, IA', 'Riverside, IA', 'Lamoni, IA', 'Atlantic, IA', 'Huxley, IA', 'Murray, IA', 'Indianola, IA', 'Rathbun, IA', 'Wiota, IA', 'Spencer, IA', 'Davenport, IA', 'Eldon, IA', 'Patterson, IA', 'Mitchellville, IA', 'Clarion, IA', 'Melcher-Dallas, IA', 'Maquoketa, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Eldora, IA', 'Lacona, IA', 'Reinbeck, IA', 'Manson, IA', 'Waterloo, IA', 'Madrid, IA', 'Camanche, IA', 'Bellevue, IA', 'Sioux Center, IA', 'Sigourney, IA', 'Osceola, IA', 'Whittemore, IA', 'Iowa City, IA', 'De Soto, IA', 'Casey, IA', 'East Peru, IA', 'Hampton, IA', 'Lone Tree, IA', 'Mediapolis, IA', 'New London, IA', 'Iowa Falls, IA', 'Keokuk, IA', 'Hiawatha, IA', 'Morning Sun, IA', 'Walford, IA', 'Walcott, IA', 'Kirkman, IA', 'Dawson, IA', 'Harlan, IA', 'Stacyville, IA', 'Bedford, IA', 'Jefferson, IA', 'Kellerton, IA', 'Quimby, IA', 'Rippey, IA', 'Farragut, IA', 'Windsor Heights, IA', 'Lenox, IA', 'Eldridge, IA', 'Toledo, IA', 'Monticello, IA', 'Decorah, IA', 'Oskaloosa, IA', 'Redfield, IA', 'Manning, IA', 'Cushing, IA', 'Carson, IA', 'Pella, IA', 'Morrison, IA', 'Livermore, IA', 'New Hampton, IA', 'Tiffin, IA', 'Muscatine, IA', 'Dysart, IA', 'Granger, IA', 'Le Claire, IA', 'Waukee, IA', 'Linden, IA', 'Estherville, IA', 'West Burlington, IA', 'Corwith, IA', 'Fairfax, IA', 'Franklin, IA', 'Sheffield, IA', 'Tama, IA', 'Forest City, IA', 'Mason City, IA', 'Bussey, IA', 'Low Moor, IA', 'Packwood, IA', 'Mount Ayr, IA', 'Centerville, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Chariton, IA', 'Wapello, IA', 'Polk City, IA', 'Independence, IA', 'Grinnell, IA', 'New Vienna, IA', 'Grant, IA', 'Hartley, IA', 'Emmetsburg, IA', 'Lake View, IA', 'Conrad, IA', 'Northwood, IA', 'Carroll, IA', 'Panorama Park, IA', 'Randolph, IA', 'Shannon City, IA', 'Hanlontown, IA', 'Rockwell City, IA', 'Bettendorf, IA', 'Tennant, IA', 'Greenfield, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Clarinda, IA', 'Hospers, IA', 'Gilbert, IA', 'Grand Junction, IA', 'Lake City, IA', 'Buffalo, IA', 'Asbury, IA', 'St. Marys, IA', 'Durant, IA', 'Norwalk, IA', 'Middletown, IA', 'Fredericksburg, IA', 'Grundy Center, IA', 'Humboldt, IA', 'Boyden, IA', 'Denver, IA', 'Mechanicsville, IA', 'Red Oak, IA', 'Oelwein, IA', 'Lakeside, IA', 'Unionville, IA', 'Missouri Valley, IA', 'Solon, IA', 'Macedonia, IA', 'Remsen, IA', 'Bondurant, IA', 'Eagle Grove, IA', 'Marion, IA', 'Raymond, IA', 'Ottumwa, IA', 'Anthon, IA', 'Larrabee, IA', 'Montezuma, IA', 'Goldfield, IA', 'Glenwood, IA', 'Malvern, IA', 'Harvey, IA', 'Williamsburg, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Pleasantville, IA', 'Aurelia, IA', 'Armstrong, IA', 'Spring Hill, IA', 'Maxwell, IA', 'Floyd, IA', 'Algona, IA', 'Clear Lake, IA', 'Shueyville, IA', 'Carlisle, IA', 'Willey, IA', 'Coralville, IA', 'Sloan, IA', 'Waukon, IA', 'Runnells, IA', 'Corydon, IA', 'Shell Rock, IA', 'Guthrie Center, IA', 'Denison, IA', 'Garner, IA', 'Ackworth, IA', 'Perry, IA', 'Clive, IA', 'Van Meter, IA', 'Adel, IA', 'Shenandoah, IA', 'Tipton, IA', 'Atkins, IA', 'Waverly, IA', 'Grimes, IA', 'St. Olaf, IA', 'Burlington, IA', 'Nora Springs, IA', 'Fairfield, IA', 'University Park, IA', 'Altoona, IA', 'Curlew, IA', 'De Witt, IA', 'Grandview, IA', 'Swan, IA', 'Boone, IA', 'Ankeny, IA', 'Woodward, IA', 'Ames, IA', 'Haverhill, IA', 'Sageville, IA', 'Audubon, IA', 'Wall Lake, IA', 'Vinton, IA', 'Plano, IA', 'Sac City, IA', 'Mount Vernon, IA', 'Orange City, IA', 'Lambs Grove, IA', 'Cresco, IA', 'Council Bluffs, IA', 'Shelby, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Bagley, IA', 'Hawarden, IA', 'Crystal Lake, IA', 'Winterset, IA', 'Carter Lake, IA', 'Brooklyn, IA', 'Richland, IA', 'Slater, IA', 'Elberon, IA', 'Reasnor, IA', 'Strawberry Point, IA', 'Meriden, IA', 'Washington, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'La Porte City, IA', 'Leon, IA', 'Urbandale, IA', 'Nodaway, IA', 'Grand River, IA', 'Le Mars, IA', 'Evansdale, IA', 'West Union, IA', 'Bonaparte, IA', 'Belmond, IA', 'Urbana, IA', 'Des Moines, IA', 'University Heights, IA', 'Logan, IA', 'Farley, IA', 'Fremont, IA', 'Lynnville, IA', 'Dallas Center, IA', 'Charles City, IA', 'Randalia, IA', 'Dolliver, IA', 'Story City, IA', 'Williams, IA', 'Marengo, IA', 'Wellsburg, IA', 'Stanhope, IA', 'Coon Rapids, IA', 'Dubuque, IA', 'Dexter, IA', 'Conesville, IA', 'Walnut, IA', 'Peosta, IA', 'Beaman, IA', 'Malcom, IA', 'Riverdale, IA', 'Ogden, IA', 'Cherokee, IA', 'Spirit Lake, IA', 'Bennett, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Webster City, IA', 'Minburn, IA', 'Newton, IA', 'Anamosa, IA', 'Clinton, IA', 'Sheldon, IA', 'Primghar, IA', 'North Liberty, IA', 'Duncombe, IA', 'Colfax, IA', 'Ely, IA', 'Osage, IA', 'Onawa, IA', 'Albia, IA', 'Keosauqua, IA', 'Sumner, IA', 'Oxford, IA', 'Mount Pleasant, IA', 'Hudson, IA']"
663,"West Liberty, IA",1735,423,987,325,410,824,501,622,267,846,"['Lisbon, IA', 'Sergeant Bluff, IA', 'Wilton, IA', 'Indianola, IA', 'Davenport, IA', 'West Liberty, IA', 'Blue Grass, IA', 'Farmington, IA', 'Waterloo, IA', 'Camanche, IA', 'Bellevue, IA', 'Sigourney, IA', 'Osceola, IA', 'Iowa City, IA', 'Salem, IA', 'Lone Tree, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Keokuk, IA', 'Hiawatha, IA', 'Kirkman, IA', 'Windsor Heights, IA', 'Stuart, IA', 'Eldridge, IA', 'Monticello, IA', 'Oskaloosa, IA', 'Dixon, IA', 'Pella, IA', 'Muscatine, IA', 'Tiffin, IA', 'Waukee, IA', 'West Burlington, IA', 'Fairfax, IA', 'Forest City, IA', 'Mason City, IA', 'Kalona, IA', 'Low Moor, IA', 'Centerville, IA', 'Cedar Rapids, IA', 'Wapello, IA', 'Independence, IA', 'Carroll, IA', 'Panorama Park, IA', 'West Branch, IA', 'Princeton, IA', 'Bettendorf, IA', 'Elk Run Heights, IA', 'Buffalo, IA', 'Asbury, IA', 'Durant, IA', 'Middletown, IA', 'Atalissa, IA', 'Lakeside, IA', 'Solon, IA', 'Ottumwa, IA', 'Goldfield, IA', 'Springville, IA', 'Williamsburg, IA', 'Pleasant Hill, IA', 'Clear Lake, IA', 'Shueyville, IA', 'Coralville, IA', 'Denison, IA', 'Columbus Junction, IA', 'Perry, IA', 'Clive, IA', 'Tipton, IA', 'Ellsworth, IA', 'Waverly, IA', 'Burlington, IA', 'Altoona, IA', 'De Witt, IA', 'Grandview, IA', 'Ankeny, IA', 'Ames, IA', 'Council Bluffs, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Slater, IA', 'Washington, IA', 'Creston, IA', 'Brighton, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Fruitland, IA', 'Evansdale, IA', 'Belmond, IA', 'Hills, IA', 'Bonaparte, IA', 'Urbana, IA', 'Des Moines, IA', 'University Heights, IA', 'Charles City, IA', 'Dubuque, IA', 'Bertram, IA', 'Dexter, IA', 'Conesville, IA', 'Riverdale, IA', 'Bennett, IA', 'Marshalltown, IA', 'Newton, IA', 'Lockridge, IA', 'Clinton, IA', 'North Liberty, IA', 'Albia, IA', 'Ely, IA', 'Nichols, IA', 'Keosauqua, IA', 'Riverside, IA', 'Oxford, IA', 'Mount Pleasant, IA']"
664,"West Okoboji, IA",233,55,108,70,77,93,63,53,39,141,"['Sergeant Bluff, IA', 'Storm Lake, IA', 'Dickens, IA', 'Creston, IA', 'Ottumwa, IA', 'Fort Dodge, IA', 'Goldfield, IA', 'Rock Rapids, IA', 'Estherville, IA', 'Aurelia, IA', 'Armstrong, IA', 'Spencer, IA', 'Mason City, IA', 'Algona, IA', 'Des Moines, IA', 'Sioux City, IA', 'Terril, IA', 'Charles City, IA', 'Superior, IA', 'Hartley, IA', 'Carroll, IA', 'Graettinger, IA', 'Osceola, IA', 'Conesville, IA', 'Sanborn, IA', 'Elk Run Heights, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Milford, IA', 'Ankeny, IA', 'Newton, IA', 'Sheldon, IA', 'Harris, IA', 'Quimby, IA', 'Orange City, IA', 'Grundy Center, IA', 'Humboldt, IA', 'Arnolds Park, IA', 'Ida Grove, IA', 'Wahpeton, IA', 'Oelwein, IA', 'Lakeside, IA', 'Sibley, IA']"
665,"West Point, IA",502,89,315,98,138,191,173,110,127,265,"['Muscatine, IA', 'Houghton, IA', 'Washington, IA', 'Ottumwa, IA', 'Fort Dodge, IA', 'Fort Madison, IA', 'Springville, IA', 'Mount Union, IA', 'Johnston, IA', 'Agency, IA', 'West Burlington, IA', 'Franklin, IA', 'Rathbun, IA', 'Davenport, IA', 'Bonaparte, IA', 'Mason City, IA', 'Mount Pleasant, IA', 'Des Moines, IA', 'University Heights, IA', 'Cedar Rapids, IA', 'Clear Lake, IA', 'Independence, IA', 'West Point, IA', 'Charles City, IA', 'Coralville, IA', 'Lynnville, IA', 'Corydon, IA', 'Waterloo, IA', 'Carroll, IA', 'Camanche, IA', 'Bellevue, IA', 'Panorama Park, IA', 'Clive, IA', 'Thompson, IA', 'Iowa City, IA', 'Donnellson, IA', 'Waverly, IA', 'Danville, IA', 'Bettendorf, IA', 'Burlington, IA', 'Elk Run Heights, IA', 'Fairfield, IA', 'Keokuk, IA', 'Hiawatha, IA', 'Riverdale, IA', 'Nashua, IA', 'St. Paul, IA', 'Marshalltown, IA', 'Ankeny, IA', 'Anamosa, IA', 'Ames, IA', 'Clinton, IA', 'Middletown, IA', 'Sac City, IA', 'Council Bluffs, IA', 'Onawa, IA', 'Eldridge, IA', 'Baldwin, IA', 'Ely, IA', 'Monticello, IA', 'West Des Moines, IA', 'Decorah, IA', 'Lakeside, IA', 'Riverside, IA', 'Richland, IA', 'Lockridge, IA', 'Montrose, IA']"
666,"West Union, IA",1168,283,596,289,371,471,326,252,274,642,"['St. Ansgar, IA', 'Wilton, IA', 'Marquette, IA', 'Garnavillo, IA', 'Atlantic, IA', 'Lamoni, IA', 'Indianola, IA', 'Davenport, IA', 'Fairbank, IA', 'Eldora, IA', 'Waterloo, IA', 'Bellevue, IA', 'Ridgeway, IA', 'Hubbard, IA', 'Iowa City, IA', 'Hampton, IA', 'Casey, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Hawkeye, IA', 'Clarksville, IA', 'Delaware, IA', 'Marble Rock, IA', 'Stuart, IA', 'Eldridge, IA', 'Toledo, IA', 'Monticello, IA', 'Tripoli, IA', 'Decorah, IA', 'Dixon, IA', 'Muscatine, IA', 'New Hampton, IA', 'Tiffin, IA', 'Elkader, IA', 'Zwingle, IA', 'West Burlington, IA', 'Fairfax, IA', 'Mason City, IA', 'Bussey, IA', 'Centerville, IA', 'Martelle, IA', 'Cedar Rapids, IA', 'Independence, IA', 'Janesville, IA', 'Jesup, IA', 'McIntire, IA', 'Northwood, IA', 'St. Lucas, IA', 'Carroll, IA', 'Castalia, IA', 'Bettendorf, IA', 'Waucoma, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Robins, IA', 'Asbury, IA', 'Fredericksburg, IA', 'Grundy Center, IA', 'Denver, IA', 'Oelwein, IA', 'Luana, IA', 'Guttenberg, IA', 'Raymond, IA', 'Bristow, IA', 'Ottumwa, IA', 'Rockwell, IA', 'Montezuma, IA', 'Nevada, IA', 'Williamsburg, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Fayette, IA', 'Norway, IA', 'Armstrong, IA', 'Floyd, IA', 'Parkersburg, IA', 'Clear Lake, IA', 'Coralville, IA', 'Waukon, IA', 'Shell Rock, IA', 'Perry, IA', 'Clive, IA', 'Van Meter, IA', 'Shenandoah, IA', 'Waverly, IA', 'St. Olaf, IA', 'Burlington, IA', 'Altoona, IA', 'Elgin, IA', 'Grandview, IA', 'Ankeny, IA', 'Boone, IA', 'Wadena, IA', 'Ames, IA', 'Ferguson, IA', 'Sageville, IA', 'Vinton, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Cedar Falls, IA', 'Bloomfield, IA', 'Crystal Lake, IA', 'Harpers Ferry, IA', 'Strawberry Point, IA', 'Storm Lake, IA', 'Urbandale, IA', 'Evansdale, IA', 'Hazleton, IA', 'Postville, IA', 'West Union, IA', 'Urbana, IA', 'Des Moines, IA', 'Lynnville, IA', 'Charles City, IA', 'Randalia, IA', 'Marengo, IA', 'Monona, IA', 'Lake Mills, IA', 'Fort Atkinson, IA', 'Dubuque, IA', 'Bertram, IA', 'Peosta, IA', 'Readlyn, IA', 'Arlington, IA', 'Greeley, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Newton, IA', 'New Albin, IA', 'Anamosa, IA', 'Dyersville, IA', 'Dakota City, IA', 'Stanley, IA', 'Osage, IA', 'Ely, IA', 'Sumner, IA', 'Edgewood, IA', 'Mount Pleasant, IA']"
667,"Westfield, IA",522,115,295,112,141,192,189,82,129,311,"['Sergeant Bluff, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Oakland, IA', 'Pierson, IA', 'Marcus, IA', 'Urbandale, IA', 'Anthon, IA', 'Hull, IA', 'Nevada, IA', 'Atlantic, IA', 'Le Mars, IA', 'Corwith, IA', 'Pleasantville, IA', 'Pleasant Hill, IA', 'Spencer, IA', 'Rock Valley, IA', 'Moville, IA', 'Des Moines, IA', 'Lawton, IA', 'Melcher-Dallas, IA', 'Sioux City, IA', 'Chariton, IA', 'Sloan, IA', 'Hinton, IA', 'Manson, IA', 'Emmetsburg, IA', 'Sioux Center, IA', 'Carroll, IA', 'Clive, IA', 'Shenandoah, IA', 'Dubuque, IA', 'Hampton, IA', 'Oyens, IA', 'Iowa Falls, IA', 'Curlew, IA', 'Clarinda, IA', 'Corning, IA', 'Milford, IA', 'Akron, IA', 'Ankeny, IA', 'Merrill, IA', 'Ireton, IA', 'Kingsley, IA', 'Ames, IA', 'Sheldon, IA', 'Audubon, IA', 'Orange City, IA', 'Council Bluffs, IA', 'Arnolds Park, IA', 'Westfield, IA', 'Onawa, IA', 'Hawarden, IA', 'Red Oak, IA', 'West Des Moines, IA', 'Remsen, IA', 'Lakeside, IA', 'Bondurant, IA', 'Carter Lake, IA', 'Meriden, IA', 'Alton, IA']"
668,"Westside, IA",889,223,454,212,292,368,229,199,238,452,"['Sergeant Bluff, IA', 'Truesdale, IA', 'Rock Rapids, IA', 'Brayton, IA', 'Atlantic, IA', 'Indianola, IA', 'Spencer, IA', 'Rock Valley, IA', 'Westside, IA', 'Melcher-Dallas, IA', 'Sioux City, IA', 'Avoca, IA', 'Manson, IA', 'Waterloo, IA', 'Madrid, IA', 'Danbury, IA', 'Iowa City, IA', 'Casey, IA', 'Iowa Falls, IA', 'Hiawatha, IA', 'Moulton, IA', 'Dawson, IA', 'Harlan, IA', 'Jefferson, IA', 'Windsor Heights, IA', 'Ida Grove, IA', 'Toledo, IA', 'Schleswig, IA', 'Manning, IA', 'Morrison, IA', 'Waukee, IA', 'Estherville, IA', 'Mason City, IA', 'Boxholm, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Chariton, IA', 'Emmetsburg, IA', 'Lake View, IA', 'Underwood, IA', 'Carroll, IA', 'Early, IA', 'Hanlontown, IA', 'Rockwell City, IA', 'Tennant, IA', 'Greenfield, IA', 'Elk Run Heights, IA', 'Lake City, IA', 'Magnolia, IA', 'Yetter, IA', 'Sutherland, IA', 'Schaller, IA', 'Humboldt, IA', 'Macedonia, IA', 'Remsen, IA', 'Larrabee, IA', 'Montezuma, IA', 'Harvey, IA', 'Nevada, IA', 'Johnston, IA', 'Dunlap, IA', 'Algona, IA', 'Kiron, IA', 'Willey, IA', 'Coralville, IA', 'Guthrie Center, IA', 'Charter Oak, IA', 'Denison, IA', 'Woodbine, IA', 'Perry, IA', 'Clive, IA', 'Shenandoah, IA', 'Adel, IA', 'Gray, IA', 'Elk Horn, IA', 'Altoona, IA', 'Curlew, IA', 'De Witt, IA', 'Grandview, IA', 'Soldier, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Hancock, IA', 'Audubon, IA', 'Wall Lake, IA', 'Royal, IA', 'Orange City, IA', 'Sac City, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Shelby, IA', 'Cedar Falls, IA', 'Hawarden, IA', 'West Des Moines, IA', 'Bagley, IA', 'Brooklyn, IA', 'Meriden, IA', 'Lidderdale, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Plainfield, IA', 'Deloit, IA', 'Moville, IA', 'Des Moines, IA', 'Dedham, IA', 'Anita, IA', 'Logan, IA', 'Charles City, IA', 'Story City, IA', 'Stanhope, IA', 'Coon Rapids, IA', 'Walnut, IA', 'Glidden, IA', 'Stratford, IA', 'Marshalltown, IA', 'Webster City, IA', 'Newton, IA', 'Anamosa, IA', 'Sheldon, IA', 'Buck Grove, IA', 'Manilla, IA', 'Onawa, IA', 'Arcadia, IA', 'Farnhamville, IA', 'Irwin, IA']"
669,"What Cheer, IA",285,64,163,58,71,132,82,91,63,131,"['Pella, IA', 'Muscatine, IA', 'Tiffin, IA', 'Washington, IA', 'Creston, IA', 'Ottumwa, IA', 'Brighton, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Montezuma, IA', 'Des Moines, IA', 'Nodaway, IA', 'Gibson, IA', 'Harvey, IA', 'Waukee, IA', 'Williamsburg, IA', 'Grinnell, IA', 'Pleasant Hill, IA', 'Indianola, IA', 'Mount Ayr, IA', 'Rathbun, IA', 'West Union, IA', 'Alden, IA', 'Davenport, IA', 'Mason City, IA', 'Bussey, IA', 'Victor, IA', 'Mitchellville, IA', 'Webster, IA', 'Blairstown, IA', 'Anita, IA', 'Maquoketa, IA', 'University Heights, IA', 'Fremont, IA', 'Clear Lake, IA', 'Chariton, IA', 'Reinbeck, IA', 'Coralville, IA', 'Melcher-Dallas, IA', 'Lynnville, IA', 'Waterloo, IA', 'Wellman, IA', 'Clive, IA', 'Perry, IA', 'Sigourney, IA', 'Adel, IA', 'Marengo, IA', 'Pleasant Plain, IA', 'Iowa City, IA', 'Fairfield, IA', 'University Park, IA', 'Altoona, IA', 'Keokuk, IA', 'Beaman, IA', 'Hiawatha, IA', 'Walford, IA', 'Malcom, IA', 'Gilman, IA', 'Kalona, IA', 'Marshalltown, IA', 'Clarksville, IA', 'What Cheer, IA', 'Ankeny, IA', 'Norwalk, IA', 'Minburn, IA', 'Brooklyn, IA', 'Ames, IA', 'Colo, IA', 'Eddyville, IA', 'Traer, IA', 'North Liberty, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Dysart, IA', 'Keota, IA', 'Toledo, IA', 'Keosauqua, IA', 'Oskaloosa, IA', 'Riverside, IA', 'Richland, IA', 'North English, IA', 'South English, IA']"
670,"Wheatland, IA",754,160,417,177,207,295,252,150,183,421,"['Lisbon, IA', 'Wilton, IA', 'Atlantic, IA', 'Spencer, IA', 'Davenport, IA', 'West Liberty, IA', 'Pocahontas, IA', 'Maquoketa, IA', 'Sioux City, IA', 'Blue Grass, IA', 'Grand Mound, IA', 'Waterloo, IA', 'Camanche, IA', 'Bellevue, IA', 'Osceola, IA', 'Iowa City, IA', 'Lone Tree, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Walcott, IA', 'Windsor Heights, IA', 'Eldridge, IA', 'Baldwin, IA', 'Monticello, IA', 'Decorah, IA', 'Andrew, IA', 'Dixon, IA', 'Lost Nation, IA', 'Muscatine, IA', 'Tiffin, IA', 'Elkader, IA', 'Zwingle, IA', 'Estherville, IA', 'West Burlington, IA', 'Fairfax, IA', 'Mason City, IA', 'Kalona, IA', 'Low Moor, IA', 'Blairstown, IA', 'Martelle, IA', 'Cedar Rapids, IA', 'Wapello, IA', 'Carroll, IA', 'Panorama Park, IA', 'Morley, IA', 'West Branch, IA', 'Bettendorf, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Hospers, IA', 'Buffalo, IA', 'Asbury, IA', 'Durant, IA', 'New Liberty, IA', 'Mechanicsville, IA', 'Atalissa, IA', 'Lowden, IA', 'Macedonia, IA', 'Luana, IA', 'Guttenberg, IA', 'Clarence, IA', 'Springville, IA', 'Williamsburg, IA', 'Pleasant Hill, IA', 'Coralville, IA', 'Waukon, IA', 'Clive, IA', 'Tipton, IA', 'Atkins, IA', 'Waverly, IA', 'Burlington, IA', 'Fairfield, IA', 'University Park, IA', 'De Witt, IA', 'Ankeny, IA', 'Wheatland, IA', 'Sageville, IA', 'Mount Vernon, IA', 'Council Bluffs, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Washington, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Hazleton, IA', 'West Union, IA', 'Urbana, IA', 'Des Moines, IA', 'University Heights, IA', 'Charles City, IA', 'Wyoming, IA', 'Springbrook, IA', 'Fort Atkinson, IA', 'Dubuque, IA', 'Conesville, IA', 'Peosta, IA', 'Riverdale, IA', 'Bennett, IA', 'Webster City, IA', 'Anamosa, IA', 'Clinton, IA', 'Welton, IA', 'Dyersville, IA', 'Andover, IA', 'North Liberty, IA', 'Ely, IA', 'Preston, IA', 'Mount Pleasant, IA']"
671,"Whittemore, IA",943,236,505,202,273,404,266,243,244,456,"['Sergeant Bluff, IA', 'Rutland, IA', 'Huxley, IA', 'Murray, IA', 'Swea City, IA', 'Spencer, IA', 'Davenport, IA', 'Fairbank, IA', 'Alden, IA', 'West Liberty, IA', 'Westside, IA', 'Clarion, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Waterloo, IA', 'Sigourney, IA', 'Whittemore, IA', 'Iowa City, IA', 'Hampton, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Windsor Heights, IA', 'Cushing, IA', 'Lone Rock, IA', 'Morrison, IA', 'Livermore, IA', 'Muscatine, IA', 'Ottosen, IA', 'Waukee, IA', 'Mount Union, IA', 'Estherville, IA', 'West Burlington, IA', 'Fairfax, IA', 'Forest City, IA', 'Mason City, IA', 'Centerville, IA', 'Martelle, IA', 'Cedar Rapids, IA', 'Hardy, IA', 'Janesville, IA', 'Emmetsburg, IA', 'Buffalo Center, IA', 'West Branch, IA', 'Bettendorf, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Humboldt, IA', 'Denver, IA', 'Atalissa, IA', 'West Bend, IA', 'Luana, IA', 'Woden, IA', 'Eagle Grove, IA', 'Ottumwa, IA', 'Lansing, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Knierim, IA', 'Algona, IA', 'Parkersburg, IA', 'Titonka, IA', 'Clear Lake, IA', 'Coralville, IA', 'Waukon, IA', 'Garner, IA', 'Graettinger, IA', 'Clive, IA', 'Waverly, IA', 'Grimes, IA', 'Lakota, IA', 'Burlington, IA', 'University Park, IA', 'Curlew, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Lambs Grove, IA', 'Cresco, IA', 'Traer, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Crystal Lake, IA', 'New Hartford, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Evansdale, IA', 'Belmond, IA', 'Des Moines, IA', 'Charles City, IA', 'Randalia, IA', 'Havelock, IA', 'Story City, IA', 'Marengo, IA', 'Wellsburg, IA', 'Lake Mills, IA', 'Dubuque, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Webster City, IA', 'Newton, IA', 'Sheldon, IA', 'Dyersville, IA', 'Dakota City, IA', 'Andover, IA', 'Kamrar, IA', 'Osage, IA', 'Ely, IA', 'Fenton, IA']"
672,"Whitten, IA",287,60,155,72,85,113,89,65,62,160,"['Lisbon, IA', 'Albion, IA', 'Indianola, IA', 'Davenport, IA', 'Alden, IA', 'Melcher-Dallas, IA', 'Eldora, IA', 'Waterloo, IA', 'Osceola, IA', 'Hubbard, IA', 'Iowa City, IA', 'Hampton, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Windsor Heights, IA', 'Toledo, IA', 'Oskaloosa, IA', 'Pella, IA', 'Muscatine, IA', 'New Hampton, IA', 'Waukee, IA', 'Zearing, IA', 'Fairfax, IA', 'Mason City, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Independence, IA', 'Conrad, IA', 'Owasa, IA', 'Rockwell City, IA', 'Bettendorf, IA', 'Tennant, IA', 'Liscomb, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Robins, IA', 'Clarinda, IA', 'Norwalk, IA', 'Colo, IA', 'Ottumwa, IA', 'Harvey, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Fayette, IA', 'Coulter, IA', 'Knierim, IA', 'Shell Rock, IA', 'Perry, IA', 'Clive, IA', 'Ellsworth, IA', 'Waverly, IA', 'Nora Springs, IA', 'Altoona, IA', 'Curlew, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Wall Lake, IA', 'Lambs Grove, IA', 'Council Bluffs, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Roland, IA', 'Slater, IA', 'Union, IA', 'Harpers Ferry, IA', 'New Hartford, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'West Union, IA', 'Des Moines, IA', 'Steamboat Rock, IA', 'Charles City, IA', 'Story City, IA', 'Wellsburg, IA', 'Dubuque, IA', 'Jewell Junction, IA', 'Beaman, IA', 'Cherokee, IA', 'Marshalltown, IA', 'Webster City, IA', 'Eddyville, IA', 'Kamrar, IA', 'Duncombe, IA', 'Whitten, IA', 'Sumner, IA']"
